Doc	N	Score	Segment	
doc130	19	8	Other disclosures quoted documents published by Snowden showing that the NSA continued monitoring the mobile phone of German Chancellor Angela Merkel, as well as phones of approximately 34 other world leaders.	s2-en
doc130	19	8	In other news, Snowden released documents showing that the NSA continued monitoring the mobile phone of German Chancellor Angela Merkel, as well as phones of approximately 34 other world leaders .	s1-en
doc130	19	8	In other quoted information documents released by Snowden showed that the NSA continued monitoring German Chancellor Angela Merkel`s mobile phone as well as phones of approximately 34 other world leaders.	s3-en
doc130	19	6	Other talks brought the attention to Snowdens released documents showing that the nsa continued monitoring the mobile phone of german chancellor Angela Merkel , as well as phones of approximately 34 other world leaders .	s6-en
doc130	19	4	in other quoted сноуденом__snoudenom разоблачениях__razoblacheniyakh released documents showing that the nsa continued monitoring the mobile phone of german chancellor angela merkel , as well as phones of approximately 34 other world leaders .	en
doc130	19	4	In other quoted Snowden razoblacheniyakh released documents showing that the NSA continued monitoring the mobile phone of german chancellor Angela Merkel, as well as phones of approximately 34 other world leaders.	s0-en
doc130	19	4	other quoted Snowden documents разоблачениях__razoblacheniyakh released  showing that the nsa continued monitoring the mobile phone of german chancellor angela merkel , as well as phones of approximately 34 other world leaders .	s5-en
doc130	19	4	Snoud presented the other released documents showing that the nsa continued monitoring the mobile phone of the german chancellor Angela Merkel , as well as phones of approximately 34 other world leaders .	s4-en
		----		
		----		
		----		
doc130	20	----	Директор национальной разведки Джеймс Клаппер защищал шпионскую деятельность в отношении союзников как необходимую и сказал , что это обычное дело с обеих сторон .	
doc130	20	----	The national intelligence director, James Clapper, defended spying on allies as necessary and said it's commonplace on both sides.	
		----		
doc130	20	8	Director of National Intelligence James Klapper defended espionage activities in respect of allies claiming that they were necessary and said that it was commonplace on both sides.	s2-en
doc130	20	8	director of national intelligence James Kapper defended espionage activities in respect of allies as necessary and said that it is a common activity on both sides .	s6-en
doc130	20	8	Director of national intelligence James Klapper defended spying activities in respect of allies as necessary and said that it is commonplace on both sides .	s4-en
doc130	20	8	Director of National Intelligence James Klapper defended thes espionage activities as necessary and said that it is commonplace on both sides .	s1-en
doc130	20	10	Director of National Intelligence James Klapper defended espionage activities in respect to allies as necessary and said that it is common for both sides.	s3-en
doc130	20	8	Director of national intelligence James Klapper defended espionage activities in respect of allies as necessary and said that it is commonplace on both sides.	s0-en
doc130	20	6	director of national intelligence james клаппер__klapper defended espionage activities in respect of allies as necessary and said that it is commonplace on both sides .	en
doc130	20	8	director of national intelligence james clapper defended the espionage activities in respect of allies as necessary and said that it is commonplace on both sides .	s5-en
		----		
		----		
		----		
doc130	21	----	На фоне этой шумихи Мерфи сказал , что его офис организует поездку членов Конгресса , которая , как ожидается , состоится в этом году , и что он надеется , что в состав делегации войдут члены обеих партий и обеих палат .	
doc130	21	----	Amid the uproar, Murphy said his office is arranging the congressional trip, expected to take place this year, and hopes the delegation will include members of both parties and both chambers.	
		----		
doc130	21	8	against the backdrop of this hype murphy said his office organized a trip for members of congress , which is expected to take place this year , and that he hoped that the delegation will include members of both parties and both houses .	s5-en
doc130	21	10	Against the backdrop of this hype Murphy said that his office was organizing a trip for Congress members, which is expected to take place this year, and that he hoped that the delegation would include members of both parties and both chambers.	s2-en
doc130	21	8	Against the backdrop of this hype Murphy said his office organizes a member of congress trip , which is expected to take place this year. He hoped that the delegation will include members of both parties and both houses .	s4-en
doc130	21	8	Against this backdrop Murphy said his office is organizing a trip for the members of Congress, which is expected to take place this year, and that he hoped that the delegation will include members of both parties and both houses .	s1-en
doc130	21	8	against the backdrop of this hype Murphy said his office will organize a trip for members of congress , which is expected to take place this year , and that he hopes that the delegation will include members of both parties and both houses .	s6-en
doc130	21	8	against the backdrop of this hype murphy said his office organizes a trip members of congress , which is expected to take place this year , and that he hoped that the delegation will include members of both parties and both houses .	en
doc130	21	10	In the midst of all of this Murphy said that his office will organize a trip for the members of Congress, which is expected to take place this year, and that he hoped that the delegation will include members of both parties and both houses.	s3-en
doc130	21	8	Against the backdrop of this hype Murphy said his office organizes a trip for members of congress, which is expected to take place this year, and that he hoped that the delegation will include members of both parties and both houses.	s0-en
		----		
		----		
		----		
doc130	22	----	Имена других участвующих законодателей должны быть озвучены в ближайшие дни .	
doc130	22	----	Names of other participating lawmakers were to be released in coming days.	
		----		
doc130	22	12	The names of other participating legislators are expected to be made public in the coming days.	s2-en
doc130	22	10	the names of the other participating legislators should be known in the coming days .	s5-en
doc130	22	8	the names of the other participating legislators should be voiced in the coming days .	en
doc130	22	8	the names of the other participating legislators should be voiced in the coming days .	s6-en
doc130	22	8	The names of the other participating legislators should be voiced in the coming days .	s1-en
doc130	22	10	The names of the other participating legislators should be revealed in the coming days.	s3-en
doc130	22	8	The names of the other participating legislators should be voiced soon .	s4-en
doc130	22	8	The names of the other participating legislators should be voiced in the coming days.	s0-en
		----		
		----		
		----		
doc130	23	----	По его словам , программа поездки все еще на стадии разработки .	
doc130	23	----	He said the itinerary is still being worked out.	
		----		
doc130	23	10	According to him, the program of the trip is still at the development stage.	s2-en
doc130	23	10	According to him, the program of the trip is still at the development stage.	s3-en
doc130	23	8	according to him , the program of the trip are still at the development stage .	en
doc130	23	8	according to him , the program of the trip is still at the development stage .	s6-en
doc130	23	10	According to him , the program of the trip is still at the development stage .	s4-en
doc130	23	10	According to him , the program of the trip is still in the development stage .	s1-en
doc130	23	6	According to him, the programs of the trip are still at the development stage.	s0-en
doc130	23	8	according to him , the program of the trip are still at the development stage .	s5-en
		----		
		----		
		----		
doc130	24	----	Хотя Мерфи заявил , что целью поездки является содействие улучшению отношений , он сказал , что некоторая степень « жесткости из лучших побуждений » также будет проявлена .	
doc130	24	----	While Murphy said the purpose of the trip is to help improve relationships, he said some "tough love" will also be dispensed.	
		----		
doc130	24	6	Although Murphy said that the goal of the trip is to improve relations , he also said that “ a degree of rigidity well-meaning ” will emerge .	s4-en
doc130	24	8	Murphy said, though, that the goal of the trip is to improve relations. He said that “a degree of rigidity out of the desire to do better” is to be expected .	s2-en
doc130	24	6	although murphy has said that the goal of the trip is to improve relations , he said that “ a degree of rigidity well-meaning ” will emerge .	en
doc130	24	6	although murphy has said that the goal of the trip is to improve relations , he said that “ a degree of well-meaning rigidity ” will emerge .	s5-en
doc130	24	6	Although Murphy has said that the goal of the trip is to improve relations, he also said that “a degree of well-meaning rigidity ” will emerge .	s1-en
doc130	24	6	although Murphy has said that the goal of the trip is to improve relations , he said that “ a degree of rigidity well-meaning ” will emerge .	s6-en
doc130	24	8	Although Murphy has said that the goal of the trip is to improve relations, he also said that “a degree of well-meant rigidity” will take place.	s3-en
doc130	24	6	Although Murphy has said that the goal of the trip is to improve relations, he said that "a degree of well-meaning rigidity" will emerge.	s0-en
		----		
		----		
		----		
doc130	25	----	Он сказал , что европейские лидеры должны быть честными со своим народом в том , какие шпионские программы они сами использовали в течение многих лет .	
doc130	25	----	He said European leaders need to be honest with their own people about the kind of espionage programs they've used for years themselves.	
		----		
doc130	25	10	He said that European leaders must be honest with their people in what intelligence programs they themselves used for many years.	s2-en
doc130	25	6	He said that european leaders must be honest with his people in what spyware programs they have used for many years.	s0-en
doc130	25	6	he said that european leaders must be honest with its people in what spyware programs they have used for many years .	s6-en
doc130	25	8	He said that European leaders should not hide from people what spyware programs they have used for many years .	s4-en
doc130	25	8	he said that european leaders must be honest with their people in what spyware programs they have used for many years .	s5-en
doc130	25	6	He said that European leaders must be honest with his people in what spyware programs they have used for many years .	s1-en
doc130	25	6	he said that european leaders must be honest with his people in what spyware programs they have used for many years .	en
doc130	25	8	He said that European leaders must be honest with their people in what spyware programs they have used for many years.	s3-en
		----		
		----		
		----		
doc130	26	----	« В то время как мы можем изменить наши программы слежения , чтобы лучше защищать права европейцев , они также должны согласиться с тем фактом , что мы не единственные , кто занимается разведывательной деятельностью » , — сказал Мерфи .	
doc130	26	----	"While we can amend our surveillance programs to better protect the rights of Europeans, they also need to come to terms with the fact that we're not the only ones that are out there spying," Murphy said.	
		----		
doc130	26	8	“ While we can change our tracking program to better protect the rights of Europeans, they must also agree that we are not the only people involved in intelligence activities, ” Murphy said .	s1-en
doc130	26	6	“ While we can change our tracking program for a better protection of european rights , they must also agree with the fact that we are not the only people involved in intelligence activities , ” said Murphy.	s4-en
doc130	26	8	“While we can change our surveillance program to better protect the rights of Europeans, they must also agree with the fact that we are not the only people involved in intelligence activities, ” Murphy said.	s3-en
doc130	26	8	“ while we can change our tracking program to better protect the rights of europeans , they must also agree with the fact that we are not the only people involved in intelligence activities , ” murphy said .	s5-en
doc130	26	8	"While we can change our tracking program to better protect the rights of europeans, they must also agree with the fact that we are not the only people involved in intelligence activities," Murphy said.	s0-en
doc130	26	8	“ while we can change our tracking program to better protect the rights of europeans , they must also agree with the fact that we are not the only people involved in intelligence activities , ” Murphy said .	s6-en
doc130	26	8	“ while we can change our tracking program to better protect the rights of europeans , they must also agree with the fact that we are not the only people involved in intelligence activities , ” murphy said .	en
doc130	26	8	“While we can change our tracking prograsm to better protect the rights of Europeans, they must also agree with the fact that we are not the only people involved in intelligence activities,” murphy said .	s2-en
		----		
		----		
		----		
doc130	27	----	Между тем г-н Керри должен направиться в эти выходные на Ближний Восток и в Польшу для решения проблем враждебности в отношении стратегии США в Сирии , Египте и Иране , а также разведывательной деятельности США .	
doc130	27	----	Meanwhile, Mr Kerry is scheduled to head this weekend to the Middle East and Poland to address rancor over U.S. strategies in the Syria, Egypt and Iran as well as U.S. surveillance activities.	
		----		
doc130	27	6	meanwhile , mr kerry will head to the middle east and poland this weekend to solve the problems of hostility against the u.s. strategy in syria , egypt and iran , but also the united states intelligence activity .	s5-en
doc130	27	6	Meanwhile, Mr. Kerry will head this weekend to the Middle East and to Poland, to solve the problems of hostility against the U.S.. strategy in Syria, Egypt, and Iran, but also for United States intelligence activity .	s1-en
doc130	27	6	Meanwhile, mr Kerry will head into this weekend in the middle east and in Poland for solving the problems of hostility against the U.S. strategy in Syria, Egypt and Iran, but also the United States intelligence activity.	s0-en
doc130	27	6	meanwhile , mr kerry will head into this weekend in the middle east and in poland for solving the problems of hostility against the u.s. strategy in syria , egypt and iran , but also the united states intelligence activity .	en
doc130	27	10	Meanwhile, this weekend Mr. Kerry will head to the Middle East and Poland to solve the problems of hostility against the US strategy in Syria, Egypt and Iran, as well as the American intelligence activities.	s2-en
doc130	27	6	meanwhile , this weekend Mr. Kerry will head to the middle east and to poland for the solving of the problems of hostility against the u.s. strategy in Syria , Egypt and Iran , but also the united states intelligence activity .	s6-en
doc130	27	6	Meanwhile , this weekend Mr. Kerry will head out to the Middle East and to Poland for solving the problems of hostility against the u.s. strategy in syria , egypt and iran ; and also fpr solving problems wiht the united states intelligence activity .	s4-en
doc130	27	10	Meanwhile, Mr. Kerry will head to the Middle East and to Poland  this weekend to address hostility against the US strategy in Syria, Egypt and Iran and also the United States intelligence activity .	s3-en
